cord_uid,title,abstract_clean,journal,cluster,abstract_length
0kbpjgxp,Are we all in this together? Longitudinal assessment of cumulative adversities by socioeconomic position in the first 3 weeks of lockdown in the UK,"background: despite media claims that coronavirus disease 2019 (covid-19) is uniting societies and countries in shared experience, there has been concern that the pandemic is in fact exposing and widening existing inequalities within societies. data have shown these differences for cases and fatalities, but data on other types of adversities are lacking. therefore, this study explored the changing patterns of adversity relating to the covid-19 pandemic by socioeconomic position (sep) during the early weeks of lockdown in the uk. methods: data were from 12 527 uk adults in the university college london covid-19 social study (a panel study that involves online weekly data collection from participants during the covid-19 pandemic). we analysed data collected from 25 march to 14 april 2020. the sample was well-stratified and weighted to population proportions of gender, age, ethnicity, education and country of living. we used poisson and logit models to assess 10 different types of adverse experiences depending on an index of sep over time. results: there was a clear gradient across the number of adverse events experienced each week by sep. this was most clearly seen for adversities relating to finances (including loss of employment and cut in income) and basic needs (including access to food and medications) but less for experiences directly relating to the virus. inequalities were maintained with no reductions in discrepancies between socioeconomic groups over time. conclusions: there were clear inequalities in adverse experiences during the covid-19 pandemic in the early weeks of lockdown in the uk. results suggest that measures taken to try to reduce such adverse events did not go far enough in tackling inequality.",J. epidemiol. community health (1979),0,1744
02hedifl,Two-Dimensional-Material-Based Field-Effect Transistor Biosensor for Detecting COVID-19 Virus (SARS-CoV-2),"[image: see text] the emergence of rapidly expanding infectious diseases such as coronavirus (covid-19) demands effective biosensors that can promptly detect and recognize the pathogens. field-effect transistors based on semiconducting two-dimensional (2d) materials (2d-fets) have been identified as potential candidates for rapid and label-free sensing applications. this is because any perturbation of such atomically thin 2d channels can significantly impact their electronic transport properties. here, we report the use of fet based on semiconducting transition metal dichalcogenide (tmdc) wse(2) as a promising biosensor for the rapid and sensitive detection of sars-cov-2 in vitro. the sensor is created by functionalizing the wse(2) monolayers with a monoclonal antibody against the sars-cov-2 spike protein and exhibits a detection limit of down to 25 fg/μl in 0.01x phosphate-buffered saline (pbs). comprehensive theoretical and experimental studies, including density functional theory, atomic force microscopy, raman and photoluminescence spectroscopies, and electronic transport properties, were performed to characterize and explain the device performance. the results demonstrate that tmdc-based 2d-fets can potentially serve as sensitive and selective biosensors for the rapid detection of infectious diseases.",ACS Nano,0,1327
0bb729sp,Clinical characteristics and outcome of ICU admitted MERS corona virus infected patients,"middle east respiratory syndrome (mers) is a novel respiratory illness firstly reported in saudi arabia in 2012. it is caused by a new corona virus, called mers corona virus (mers-cov). most people who have mers-cov infection developed severe acute respiratory illness. aim of the work: this work is done to determine the clinical characteristics and the outcome of intensive care unit (icu) admitted patients with confirmed mers-cov infection. patients and methods: this study included 32 laboratory confirmed mers corona virus infected patients who were admitted into icu. it included 20 (62.50%) males and 12 (37.50%) females. the mean age was 43.99 ± 13.03 years. diagnosis was done by real-time reverse transcription polymerase chain reaction (rrt-pcr) test for corona virus on throat swab, sputum, tracheal aspirate, or bronchoalveolar lavage specimens. clinical characteristics, co-morbidities and outcome were reported for all subjects. results: the main symptoms among the included patients were: fever (96.87%), cough (93.75%), dyspnea (90.62%), sore throat (75%), runny nose (75%), sputum (50%), headache (43.75%), myalgia (40.62%), chest pain (37.50%), hemoptysis (37.50%), nausea and vomiting (34.37%), abdominal pain (21.87%) and diarrhea (15.62%). the presence of abdominal symptoms is significantly (p < 0.05) associated with bad prognosis. out of the included 32 patients, 18 patients (56.25%) survived and 14 patients (43.75%) expired. there was a statistically significant difference in the duration of symptoms before hospitalization, mechanical ventilation and icu and total hospital stay between the expired group and survivors (p < 0.01). current smoking and smoking severity were statistically significantly (p < 0.01) higher in the expired group compared to survivors. also, there was a statistically (p < 0.05) significant positive correlation between mortality and smoking severity (r = 0.640). most of the expired patients presented with bilateral pulmonary infiltrates or unilateral infiltrates, but most of the survivors presented with normal radiology or increased bronchovascular markings, and this difference in the results was statistically highly significant (p < 0.01). there were statistically highly significant (p < 0.01) differences in the mean values of apache ii score (21.11 ± 3.70 vs 24.21 ± 3.82), sofa score (5.83 ± 2.64 vs 8.85 ± 2.17) and cpis (7.55 ± 1.14 vs 8.64 ± 1.39) between the expired group and survivors respectively. also, there was a statistically significant decrease in ph, pao(2), o(2) saturation and hco(3) (p < 0.05) among the expired group in comparison with the survivors, but no statistical difference regarding paco(2) (p > 0.05). there was a statistically significant positive correlation between mortality and old age (r = 0.633), obesity (r = 0.712), diabetes mellitus (r = 0.685), renal failure (r = 0.705), chronic heart diseases (0.591), copd (r = 0.523), malignancy (r = 0.692), kidney transplantation (r = 0.644) and liver cirrhosis (r = 0.525) (p < 0.05). there was a statistically (p < 0.05) positive correlation between the number of associated co-morbidities and mortality (r = 0.735). conclusions: most mers corona patients present with fever, cough, dyspnea, sore throat, runny nose and sputum. the presence of abdominal symptoms may indicate bad prognosis. prolonged duration of symptoms before patients’ hospitalization, prolonged duration of mechanical ventilation and hospital stay, bilateral radiological pulmonary infiltrates, and hypoxemic respiratory failure were found to be strong predictors of mortality in such patients. also, old age, current smoking, smoking severity, presence of associated co-morbidities like obesity, diabetes mellitus, chronic heart diseases, copd, malignancy, renal failure, renal transplantation and liver cirrhosis are associated with a poor outcome of icu admitted mers corona virus infected patients.",Egypt J Chest Dis Tuberc,1,3922
08lbrlkw,Disparities in telemedicine use during the COVID‐19 pandemic among pediatric dermatology patients,"background/objectives: the covid‐19 pandemic necessitated rapid implementation of telemedicine at medical centers across the united states. as telemedicine is expected to persist beyond the pandemic in subspecialties like pediatric dermatology, there is growing concern that socioeconomic factors may contribute to inequitable telemedicine access. this study aims to identify factors associated with disparities in telemedicine use among pediatric dermatology patients during the pandemic. methods: in this single‐center cross‐sectional study, patients less than 18 years old who completed a visit with a pediatric dermatologist via a video telemedicine call or in‐person office visit during the specified time periods were included. univariate and multivariable analyses were performed to compare demographic factors for (1) patients who had a telemedicine visit versus office visit during june 1, 2020, to january 22, 2021, and (2) patients who had either visit type during june 1, 2020, to january 22, 2021, versus june 1, 2019, to january 2020. results: the independent factors associated with lower odds of telemedicine include identifying as black/african american, having a non‐english preferred language, and having public insurance, whereas the independent factors reducing overall access to pediatric dermatology care during the pandemic include identifying as hispanic/latino and having public insurance. conclusions: differential telemedicine use in vulnerable communities may be attributed to disparities in technology access and digital literacy and should be addressed at a structural level. if such disparities are identified and adequately remedied, telemedicine can serve as an important tool for expanding access in the field of pediatric dermatology.",Pediatr Dermatol,0,1770
056mw0hh,228 Epidemiologic Differences in Respiratory Failure Due to COVID-19 in a Large Suburban Health Care System,"study objective: a subset of patients infected with covid-19 exhibit respiratory failure requiring intubation the clinical course in patients severely affected by covid-19 requires a better understanding our aim is to describe the outcomes of respiratory failure in covid-19 positive patients and compare them to those covid-19 negative patients with respiratory failure in a single suburban health care system methods: we performed a multicenter retrospective cohort study of patients admitted to the beaumont health system, an eight-hospital system in southeast michigan, who underwent covid-19 testing from 1/1/20-4/6/20 we selected patients with respiratory failure, documentation of mechanical ventilation, and a completed hospital course we abstracted patient demographics, mode of transport to the hospital, residence from where they were transported (home, nursing facility, public) as well as lab data and information on the patient’s hospital course we then dichotomized subjects between positive and negative results for covid-19 we compiled descriptive statistics between covid positive and covid negative patients as well as between those covid positive patients who survived through hospitalization and those that did not results: during this study period, 644 subjects received endotracheal intubation, 6 were &lt; 18 years and excluded of the remainder 411 (64 4%) were covid positive covid-19 positive patients were more often obese (bmi 35 2 vs 30 7), african american (69 1% vs 30 8%), and less likely to arrive by ambulance (35 7% vs 71 4%) or arrive from a skilled nursing facility (8 5% vs 17 2%) (all p&lt;0 001) covid-positive patients had an almost twofold decreased survival compared to covid-negative patients (36 3% vs 62 6%, or=0 34, 95% ci 0 24 , 0 48) of covid-positive patients, survivors were younger (57 9 vs 64 9 years,p&lt;0 001) and more often aa (39 1% vs 28 1%, or=1 6, 95% ci 1 1,2 4) early intubation of covid + patients was associated with slightly shorter mean mechanical ventilation duration (78 5 vs 111 hours,p=0 09) but no difference in survival (38 5% vs 35 7%, or=0 89, 95% ci (0 53,1 5)) consistent with previous studies, covid+ patients with comorbidities were less likely to survive than those without significant comorbidities [formula presented] conclusion: our study confirms early reports of a higher mortality in patients intubated for severe covid-19 infection and higher rates of respiratory failure related to covid-19 in african american patients however, intubated survivors in our hospital system were more often younger and african american more work is needed to clarify what physiological and socioeconomic factors are associated with severe covid-19 infection and outcome",Annals of Emergency Medicine,2,2738
02x22r3m,Genomic Similarity of Nucleotides in SARS CoronaVirus using K-Means Unsupervised Learning Algorithm,"the drastic increase in the number of coronaviruses discovered and coronavirus genomes being sequenced have given us a great opportunity to perform genomics and bioinformatics analysis on this family of viruses. coronaviruses possess the largest genomes (26.4 to 31.7 kb) among all known rna viruses, with g + c contents varying from 32% to 43%. phylogenetically, three genera, alphacoronavirus, betacoronavirus and gammacoronavirus, with betacoronavirus consisting of subgroups a, b, c were known to exist but now a new genus d also exists,namely the deltacoronavirus. in such a situation, it becomes highly important for efficient classification of all virus data so that it helps us in suitable planning,containment and treatment. the objective of this paper is to classify sars corona-virus nucleotide sequences based on parameters such as sequence length,percentage similarity between the sequence information,open and closed gaps in the sequence due to multiple mutations and many others.by doing this,we will be able to predict accurately the similarity of sars cov-2 virus with respect to other corona-viruses like the wuhan corona-virus,the bat corona-virus and the pneumonia virus and would help us better understand about the taxonomy of the corona-virus family. summary in addition to the guidelines provided in the abstract above,the following points summarizes the article below: the article discusses an application of machine learning in the field of virology. it aims to classify the sars cov2 virus as per the already known sequences of the bat-coronavirus, the wuhan sea food market pneumonia virus and the wuhan coronavirus. to solve and predict the similarity of the sars cov2 coronavirus w.r.t other viruses discussed above,k-means unsupervised learning algorithm has been chosen. the data-set used is mn997409.1-4ny0t82x016-alignment-hittable.csv found on www.kaggle.com.(complete link shared in the references section).[17] the results have been validated by using a simple data-correlation technique namely spearman’s rank correlation coeffecient. i have also discussed my future work using deep neural nets that can help predict new virus sequences and effectively find similarity if any with already discovered viruses.",bioRxiv,4,2246
0a4fv8fq,The impact of the COVID-19 pandemic in an intensive care unit (ICU): Psychiatric symptoms in healthcare professionals,"introduction: during the covid-19 pandemic period, the structure of the intensive care unit (icu) activities changed fast. it was observed that the mental and physical health of the frontline workers reached levels of extreme clinical and psychological concern. objective: understand the impact that covid-19 is having on the front-line clinical team in the icu environment, as well as reveal what proposals are being made to mitigate the clinical and psychological impacts that this group experiences. method: a systematic review was made following the prisma protocol (preferred reporting items for systematic reviews and meta-analysis). we included any type of study on health workers during the covid-19 pandemic, with results about their mental health. we were, therefore, interested in quantitative studies examining the prevalence of problems and effects of interventions, as well as qualitative studies examining experiences. we had no restrictions related to study design, methodological quality or language. results: twenty-one studies reported on the urgent need for interventions to prevent or reduce mental health problems caused by covid-19 among health professionals in icu. eleven studies demonstrated possibilities for interventions involving organizational adjustments in the icu, particularly linked to emotional conflicts in the fight against covid-19. conclusion: the disproportion between the need for technological supplies of intensive care medicine and their scarcity promotes, among many factors, high rates of psychological distress. anxiety, irritability, insomnia, fear and anguish were observed during the pandemic, probably related to extremely high workloads and the lack of personal protective equipment.",Prog Neuropsychopharmacol Biol Psychiatry,0,1737
042duia9,"Severe pre-eclampsia complicated by acute fatty liver disease of pregnancy, HELLP syndrome and acute kidney injury following SARS-CoV-2 infection","the severe acute respiratory syndrome coronavirus 2 (sars-cov-2) pandemic has presented many diagnostic challenges and uncertainties. little is known about common pathologies complicating pregnancy and how their behaviour is modified by the presence of sars-cov-2. pregnancy itself can alter the body’s response to viral infection, which can cause more severe symptoms. we report the first case of a patient affected with sudden-onset severe pre-eclampsia complicated by acute fatty liver disease of pregnancy, hellp (haemolysis, elevated liver enzymes and low platelet) syndrome and acute kidney injury following sars-cov-2 infection. although an initial diagnostic dilemma, a multidisciplinary team approach was required to ensure a favourable outcome for both the mother and the baby. our case report highlights the need for health professionals caring for pregnant women to be aware of the complex interplay between sars-cov-2 infection and hypertensive disorders of pregnancy.",BMJ Case Rep,0,981
031wq9td,Obésité et risque de COVID-19 sévère./ [Obesity and risk of severe COVID-19],"obesity represents a higher risk of severe covid-19 infection, which may lead to the requirement of a mechanical ventilation in intensive care units and premature death. the underlying mechanisms are multiple: alteration of the respiratory performance, presence of comorbidities such as diabetes, hypertension or obstructive sleep apnea, finally inadequate and excessive immunological responses, possibly aggravated by ectopic intrathoracic fat depots. thus, covid-19 may challenge the so-called «â obesity paradoxâ ¼ commonly reported by intensivists in patients with acute respiratory distress syndrome. these findings require reinforced preventive and curative measures among obese patients to limit the risk of progression towards an unfavorable outcome in case of covid-19.",Rev Med Suisse,0,780
089qqoqv,Effective Wavelength Range in Photobiomodulation for Tooth Movement Acceleration in Orthodontics: A Systematic Review,"objective: the present systematic review aims to establish an effective range of low-level laser therapy wavelengths to accelerate tooth movement in orthodontic treatments. materials and methods: the electronic literature search was carried out in the following databases: pubmed, isi web of science, scopus, and cochrane randomized controlled trials (rcts). the protocol (crd42019117648) was registered in prospero. results: according to prisma guidelines and after applying the inclusion criteria, nine rcts were included. three blind reviewers independently assessed the methodological quality and evidence level of selected articles. evidence level classification was established according to the recommendations of sign 50 (scottish intercollegiate guidelines network 2012) and was high quality being ++, acceptable +, low quality -, unacceptable -, reject 0. conclusions: the majority of rcts related to accelerating the tooth movement in orthodontic treatments are ideally between 780 and 830 nm wavelengths. the average increase in speed movement calculated as a percentage of the control group in nine studies is 24%. further studies are necessary to establish the exact dosimeter in photobiomodulation during orthodontic movement.",Photobiomodul Photomed Laser Surg,0,1240
08iuyuoi,Factors affecting recurrence and management of recurrent cerebral aneurysms after initial coiling.,"objective to investigate factors affecting recurrence and effects and safety of endovascular retreatment for aneurysms recurrent after embolization. methods among 815 aneurysms treated with embolization, recurrence was in 114 aneurysms (14.0%). forty-three recurrent aneurysms were managed with re-embolization. procedural complications, angiographic, and clinical results of retreatment were analyzed. results patients with recurrent aneurysms were significantly (p < 0.01) younger than without recurrence (51.09 ± 10.46 vs. 53.88 ± 9.61 years). recurrent aneurysms (n = 114) were significantly (p = 0.00) greater (11.12 ± 8.35 vs. 5.81 ± 3.44 mm) with a significantly (p = 0.00) greater neck (4.34 ± 2.26 vs. 2.90 ± 1.44 mm) than without recurrence. the rupture status of aneurysms significantly (p = 0.00) affected recurrence at follow-up. significantly (p = 0.00) more aneurysms without recurrence were treated with advanced embolization techniques (81.0% vs. 62.3%) and got complete occlusion at the first embolization than those with recurrence (93.7% vs. 36.8%). in treating 43 recurrent aneurysms, stent-assisted recoiling was used in 48.8% in the first retreatment and 50% in the second and third retreatment procedures. angiographic follow-up in 38 (88.4%) cases showed complete or near complete occlusion in 30 aneurysms, with the rest eight aneurysms experiencing a second recurrence (21.1%). of the eight aneurysms with the second recurrence, five underwent the second endovascular retreatment, with complete aneurysm occlusion achieved in three cases (60%), near-complete occlusion in one (20%), and incomplete occlusion in one case at immediate angiography and six-month follow-up. procedure-related complications occurred in three patients. conclusions endovascular retreatment of recurrent previously coiled aneurysms is safe and effective even though advanced embolization techniques are frequently involved especially for large and giant aneurysms.","Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences",1,1967
0fqztnh9,Pathological Features and Pathogenesis of the Endomyocardial Form of Restrictive Cardiomyopathy in Cats,"this study reports pathological and molecular features in 41 cases of feline restrictive cardiomyopathy (rcm). grossly, there were patchy or diffuse areas of endocardial thickening affecting the left ventricle. the more common patchy endocardial lesions occurred as large trabecular or irregular broad bands of fibrous tissue bridging the left ventricular free wall and ventricular septum. microscopically, regardless of the gross pattern, the thickened endocardium contained various numbers of stellate, spindle-shaped or elongated mesenchymal cells surrounded by fibrous connective tissue. immunohistochemical findings were indicative of smooth muscle differentiation in mesenchymal cells. these cells proliferated vigorously and produced alcian blue-positive ground substance and collagen fibres; it was considered that the mesenchymal cells contributed to the formation of the endocardial lesions. in addition, multiple left ventricular ‘false tendons’ were invariably included within the trabecular or broad fibrous bands, providing a framework for formation of those bands. evidence of endocarditis or endomyocarditis was lacking in all 41 cases, and no viral genomes were detected in any of the dna or rna samples obtained from 14 of the hearts. these observations suggest that any relationship between feline rcm and a virus-induced inflammatory response seems unlikely.",J Comp Pathol,0,1378
0gw1drmp,VIRAL INFECTIONS TRANSMITTED THROUGH TISSUE TRANSPLANTATION,"the incidence of tissue allograft-transmitted infection is unknown and can best be inferred from prospective studies – that have not yet been performed and reported. viral infections have been transmitted via tissue allografts such as bone, skin, cornea, and heart valves. bone allografts have transmitted hepatitis c, human immunodeficiency virus (hiv-1), and human t-cell leukaemia virus. corneas have transmitted rabies, hepatitis b virus, cytomegalovirus (cmv), and herpes simplex virus. heart valves have been implicated in transmitting hepatitis b. hiv-1 and cmv have been transmitted by skin allografts. use of comprehensive donor eligibility criteria; excluding potential donors with behaviours risky for hiv-1 and hepatitis infection, and donor blood testing have greatly reduced the risk. recent reports of hiv transmitted from a seronegative donors prompts the addition of viral nucleic acid testing of the donor. during tissue processing, many allografts are exposed to disinfectants and sterilisation steps such as gamma irradiation, which further reduce or remove the risk of transmitted disease. some viruses are fairly resistant to gamma irradiation and the high doses needed may be harmful to the tissue allografts. because the effectiveness of some tissue grafts depends on cellular viability, not all can be subjected to sterilisation steps, and, therefore, the risk of infectious disease transmission remains. for these, preventing the transmission of viral infection relies mostly on careful donor selection and viral testing, but processing with mild disinfectant can be useful. to further assure safety in the use of allografts, the physician and hospital should select tissue banks that follow national professional standards as their source for allografts.",Sterilisation of Tissues Using Ionising Radiations,0,1781
047bnjtp,Direct growth of m-BiVO4@carbon fibers for highly efficient and recyclable photocatalytic and antibacterial applications.,"owing to photocatalytic and antibacterial properties, bismuth based oxides has drawn much attention in recent past. however, non-recyclability of these oxides has restricted their practical applications. in present work, a novel nanostructured composite monoclinic bismuth vanadate@ activated carbon fibers (bivo4@acf) photocatalyst was efficaciously synthesized using a solvothermal method and characterized by x-ray diffraction (xrd), scanning electron microscope (sem) and bruner-emmett-teller (bet). the specific surface area, phase composition, microstructure, binding and photocatalytic activity of bivo4@acf pose great dependence on solvent nature and chelating agents utilized for synthesis. the photocatalytic and antibacterial potential of this composite was evaluated and optimized by using a model pollutant, reactive rhodamine blue (rhb) and pathogenic microbes (escherichia coli and staphylococcus aureus). the composite possesses enhanced photocatalytic and antibacterial activity and was reutilized for three rounds of respective reaction without any loss of activity and structure as evident from sem and xrd results. the photocatalytic mechanism of photodegradation of dye and bactericidal properties of samples under visible light irradiation was determined by scavenger and photoluminescence (pl) spectroscopy. the enhanced photocatalytic and antibacterial activity, chemical stability and most importantly good recyclability of bivo4@acfs highlight the potential application of this composite in water purification and other biological applications.","Journal of photochemistry and photobiology. B, Biology",0,1570
0773bjch,A review: Mechanism of action of antiviral drugs,"antiviral drugs are a class of medicines particularly used for the treatment of viral infections. drugs that combat viral infections are called antiviral drugs. viruses are among the major pathogenic agents that cause number of serious diseases in humans, animals and plants. viruses cause many diseases in humans, from self resolving diseases to acute fatal diseases. developing strategies for the antiviral drugs are focused on two different approaches: targeting the viruses themselves or the host cell factors. antiviral drugs that directly target the viruses include the inhibitors of virus attachment, inhibitors of virus entry, uncoating inhibitors, polymerase inhibitors, protease inhibitors, inhibitors of nucleoside and nucleotide reverse transcriptase and the inhibitors of integrase. the inhibitors of protease (ritonavir, atazanavir and darunavir), viral dna polymerase (acyclovir, tenofovir, valganciclovir and valacyclovir) and of integrase (raltegravir) are listed among the top 200 drugs by sales during 2010s. still no effective antiviral drugs are available for many viral infections. though, there are a couple of drugs for herpesviruses, many for influenza and some new antiviral drugs for treating hepatitis c infection and hiv. action mechanism of antiviral drugs consists of its transformation to triphosphate following the viral dna synthesis inhibition. an analysis of the action mechanism of known antiviral drugs concluded that they can increase the cell's resistance to a virus (interferons), suppress the virus adsorption in the cell or its diffusion into the cell and its deproteinisation process in the cell (amantadine) along with antimetabolites that causes the inhibition of nucleic acids synthesis. this review will address currently used antiviral drugs, mechanism of action and antiviral agents reported against covid-19.",Int J Immunopathol Pharmacol,0,1859
0g8ptpys,On the explainability of hospitalization prediction on a large COVID-19 patient dataset,"we develop various ai models to predict hospitalization on a large (over 110$k$) cohort of covid-19 positive-tested us patients, sourced from march 2020 to february 2021. models range from random forest to neural network (nn) and time convolutional nn, where combination of the data modalities (tabular and time dependent) are performed at different stages (early vs. model fusion). despite high data unbalance, the models reach average precision 0.96-0.98 (0.75-0.85), recall 0.96-0.98 (0.74-0.85), and $f_1$-score 0.97-0.98 (0.79-0.83) on the non-hospitalized (or hospitalized) class. performances do not significantly drop even when selected lists of features are removed to study model adaptability to different scenarios. however, a systematic study of the shap feature importance values for the developed models in the different scenarios shows a large variability across models and use cases. this calls for even more complete studies on several explainability methods before their adoption in high-stakes scenarios.",,0,1023
07ihsjpj,Axial Chiral Binaphthoquinone and Perylenequinones from the Stromata of Hypocrella bambusae Are SARS-CoV-2 Entry Inhibitors.,"a new axial chiral binaphtoquinone, hypocrellone (1), and a new perylenequinone, hypomycin f (2), were isolated from the stromata of hypocrella bambusae, together with five known compounds, 3-7. the structures of 1 and 2 were assigned by spectroscopic and hresims data analyses. the axial chirality of 1 was determined by electronic circular dichroism data analysis, and the absolute configurations of 2 and 3 were determined by x-ray crystallography. the axial chirality of 7 was determined by uv-induced photooxidation from 4. compounds 1, 4, and 5 showed inhibitory activity against pseudotyped sars-cov-2 infection in 293t-ace2 cells with ic50 values of 0.17, 0.038, and 0.12 μm. compounds 4 and 5 were also active against live sars-cov-2 infection with ec50 values of 0.22 and 0.21 μm, respectively. further cell-cell fusion assays, surface plasmon resonance assays, and molecular docking studies revealed that 4 and 5 could bind with the receptor-binding domain of sars-cov-2 s protein to prevent its interaction with human angiotensin-converting enzyme ii receptor. our results revealed that 4 and 5 are potential sars-cov-2 entry inhibitors.",Journal of natural products,0,1149
064jleve,Influence of Natural Polysaccharides on Intestinal Microbiota in Inflammatory Bowel Diseases: An Overview,"the incidence of inflammatory bowel disease (ibd) has increased in recent years. considering the potential side effects of conventional drugs, safe and efficient treatment methods for ibd are required urgently. natural polysaccharides (nps) have attracted considerable attention as potential therapeutic agents for ibd owing to their high efficiency, low toxicity, and wide range of biological activities. intestinal microbiota and their fermentative products, mainly short-chain fatty acids (scfas), are thought to mediate the effect of nps in ibds. this review explores the beneficial effects of nps on ibd, with a special focus on the role of intestinal microbes. intestinal microbiota exert alleviation effects via various mechanisms, such as increasing the intestinal immunity, anti-inflammatory activities, and intestinal barrier protection via microbiota-dependent and microbiota-independent strategies. the aim of this paper was to document evidence of np–intestinal microbiota-associated ibd prevention, which would be helpful for guidance in the treatment and management of ibd.",Foods,0,1088
056a6t97,Impact of Deep-Tier Visibility on Effective Resilience Assessment of Supply Networks,"the covid-19 pandemic further underscored the importance of effectively managing supply chains’ resilience, which is particularly important for companies facing complex and global deep-tiered supply networks. while most disruptions originate upstream to a firm’s immediate suppliers, unfortunately, most firms still lack visibility into the deeper tiers of the supply network. beyond this, the extant literature on network resilience is mostly focused on simplistic static network analysis methods. we propose an effective method for resilience assessment of deep-tier supply networks. the proposed framework relies on discrete-event simulation informed by secondary data sources and global supply risk assessment/metric databases for improving the assessment of resilience for a firm. we also demonstrate that deep-tier visibility can be critical for effective resilience assessment of global networks. we validate the efficiency of the proposed method using a case-study informed by a real-world automotive supply network. additionally, a sensitivity analysis approach is proposed to provide better directional guidance to decision-makers on the means to improve network resilience.",International Journal of Production Economics,0,1184
01cv3sha,A Flavonoid-Rich Extract of Sambucus nigra L. Reduced Lipid Peroxidation in a Rat Experimental Model of Gentamicin Nephrotoxicity,"the use of gentamicin (gm) is limited due to its nephrotoxicity mediated by oxidative stress. this study aimed to evaluate the capacity of a flavonoid-rich extract of sambucus nigra l. elderflower (sn) to inhibit lipoperoxidation in gm-induced nephrotoxicity. the hplc analysis of the sn extract recorded high contents of rutin (463.2 ± 0.0 mg ml(−1)), epicatechin (9.0 ± 1.1 µg ml(−1)), and ferulic (1.5 ± 0.3 µg ml(−1)) and caffeic acid (3.6 ± 0.1 µg ml(−1)). thirty-two wistar male rats were randomized into four groups: a control group (c) (no treatment), gm group (100 mg kg(−1) bw day(−1) gm), gm+sn group (100 mg kg(−1) bw day(−1) gm and 1 ml sn extract day(−1)), and sn group (1 ml sn extract day(−1)). lipid peroxidation, evaluated by malondialdehyde (mda), and antioxidant enzymes activity—superoxide dismutase (sod), catalase (cat), and glutathione peroxidase (gpx)—were recorded in renal tissue after ten days of experimental treatment. the mda level was significantly higher in the gm group compared to the control group (p < 0.0001), and was significantly reduced by sn in the gm+sn group compared to the gm group (p = 0.021). sn extract failed to improve sod, cat, and gpx activity in the gm+sn group compared to the gm group (p > 0.05), and its action was most probably due to the ability of flavonoids (rutin, epicatechin) and ferulic and caffeic acids to inhibit synthesis and neutralize reactive species, to reduce the redox-active iron pool, and to inhibit lipid peroxidation. in this study, we propose an innovative method for counteracting gm nephrotoxicity with a high efficiency and low cost, but with the disadvantage of the multifactorial environmental variability of the content of sn extracts.",Materials (Basel),1,1721
0ebv6v1z,Pandemic Crisis: Simulation Contingency Plans,"background: the covid-19 pandemic has disrupted the typical delivery of nursing education. multifactorial issues related to the pandemic and clinical placements have forced nurse educators to employ innovative strategies for content delivery. methods: this article is an accounting of a simulation team response to the move to all remote or virtual simulated learning experiences over a two-week period and lessons learned on how to move forward with simulated learning contingency plans. results: learning outcomes were achieved via the delivery of online commercial and faculty made experiences to simulate clinical practice. simple and easy to use guides assisted both students and faculty for a positive experience. conclusion: creating a detailed formal contingency plan for emergencies is essential for nursing programs. additionally, the pandemic highlighted the importance of continuing faculty development and education in online, virtual, and simulation pedagogy. finally, it is recommended that schools of nursing implement formal policies for replacement of clinical hours with simulation.",Teach Learn Nurs,0,1101
0kur3fb2,Lost in transition: Student journeys and becoming—Deliberations for a post‐COVID era,"this paper offers an empathetic perspective of the cultural dynamic of migrant students' first experiences of university, told through the student voice. it focuses on the transition of students into higher education (he);not always considered as part of the formal curriculum, providing a deeper understanding of students' transition via the cultural context of their he experience. while this research took place prior to the covid pandemic, it is clear that the pandemic has led to an increased use of virtual learning platforms across the sector, and this is set to continue as institutions emerge from the pandemic, suggesting that transition will not necessarily take place within university buildings. if belonging was a challenge for some students prior to the pandemic, how will institutions support transition for the new pedagogy? the cultural experiences of first‐, second‐ and third‐generation migrant students have been scantily written about in this context. this paper contributes to current understanding by providing insights gleaned through the narrative accounts of students. development of agency, belonging and community is framed through an approach that empowers and offers a co‐learner frame, achieved through the students' voices, offering narratives of the cultural experience of university. [abstract from author] copyright of curriculum journal is the property of wiley-blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. however, users may print, download, or email articles for individual use. this abstract may be abridged. no warranty is given about the accuracy of the copy. users should refer to the original published version of the material for the full abstract. (copyright applies to all abstracts.)",Curriculum Journal,0,1842
0fz0nb8r,Utilization cost of maternity services for childbirth among pregnant women with coronavirus disease 2019 in Nigeria's epicenter. (Special section: From the FIGO Safe Motherhood & Newborn Health Committee.),"objective: to estimate utilization costs of spontaneous vaginal delivery (svd) and cesarean delivery (cd) for pregnant women with coronavirus disease 2019 (covid-19) at the largest teaching hospital in lagos, the pandemic's epicenter in nigeria",International Journal of Gynecology &amp; Obstetrics,0,244
